LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01003058,Lambeth 015E,E02000632,Lambeth 015,E09000022,Lambeth,312500,43130,0.046,5.574,0.031,0.645,0.053,0.327,312.500
E01003059,Lambeth 011D,E02000628,Lambeth 011,E09000022,Lambeth,190000,30170,0.103,6.455,0.050,0.276,0.080,0.583,190.000
E01003060,Lambeth 011E,E02000628,Lambeth 011,E09000022,Lambeth,174000,28570,0.108,6.328,0.059,0.229,0.088,0.633,174.000
E01003061,Lambeth 011F,E02000628,Lambeth 011,E09000022,Lambeth,267000,32710,0.090,7.166,0.055,0.372,0.048,0.475,267.000
E01003062,Lambeth 033A,E02000650,Lambeth 033,E09000022,Lambeth,222500,38050,0.068,5.653,0.040,0.504,0.064,0.336,222.500
E01003063,Lambeth 033B,E02000650,Lambeth 033,E09000022,Lambeth,214000,32940,0.121,4.118,0.068,0.346,0.084,0.520,214.000
E01003064,Lambeth 028A,E02000645,Lambeth 028,E09000022,Lambeth,317950,42900,0.056,2.496,0.024,0.606,0.059,0.290,317.950
E01003065,Lambeth 031A,E02000648,Lambeth 031,E09000022,Lambeth,209000,31110,0.131,2.690,0.072,0.258,0.100,0.575,209.000
E01003066,Lambeth 028B,E02000645,Lambeth 028,E09000022,Lambeth,216000,35650,0.083,4.448,0.064,0.338,0.094,0.500,216.000
E01003067,Lambeth 033C,E02000650,Lambeth 033,E09000022,Lambeth,413000,40040,0.056,3.237,0.041,0.473,0.096,0.347,413.000
E01003068,Lambeth 031B,E02000648,Lambeth 031,E09000022,Lambeth,299000,34310,0.099,3.117,0.052,0.330,0.079,0.479,299.000
E01003069,Lambeth 033D,E02000650,Lambeth 033,E09000022,Lambeth,230000,35620,0.113,3.605,0.060,0.346,0.088,0.414,230.000
E01003070,Lambeth 033E,E02000650,Lambeth 033,E09000022,Lambeth,249000,33430,0.155,3.706,0.072,0.298,0.068,0.588,249.000
E01003071,Lambeth 018D,E02000635,Lambeth 018,E09000022,Lambeth,401625,43890,0.049,4.878,0.033,0.661,0.050,0.309,401.625
E01003072,Lambeth 014A,E02000631,Lambeth 014,E09000022,Lambeth,550000,45400,0.052,4.628,0.040,0.605,0.133,0.214,550.000
E01003073,Lambeth 014B,E02000631,Lambeth 014,E09000022,Lambeth,374750,39120,0.097,3.828,0.047,0.426,0.072,0.496,374.750
E01003074,Lambeth 018E,E02000635,Lambeth 018,E09000022,Lambeth,327500,42250,0.073,5.249,0.047,0.574,0.052,0.376,327.500
E01003075,Lambeth 009C,E02000626,Lambeth 009,E09000022,Lambeth,360000,30370,0.133,4.223,0.072,0.230,0.077,0.671,360.000
E01003076,Lambeth 014C,E02000631,Lambeth 014,E09000022,Lambeth,230000,39220,0.065,4.817,0.033,0.494,0.039,0.441,230.000
E01003077,Lambeth 014D,E02000631,Lambeth 014,E09000022,Lambeth,250000,39060,0.061,4.025,0.044,0.492,0.056,0.441,250.000
E01003078,Lambeth 014E,E02000631,Lambeth 014,E09000022,Lambeth,360000,45840,0.039,4.114,0.041,0.564,0.118,0.265,360.000
E01003079,Lambeth 027A,E02000644,Lambeth 027,E09000022,Lambeth,192000,36380,0.090,4.572,0.060,0.375,0.108,0.523,192.000
E01003080,Lambeth 027B,E02000644,Lambeth 027,E09000022,Lambeth,244950,39250,0.086,3.765,0.026,0.487,0.067,0.383,244.950
E01003081,Lambeth 028C,E02000645,Lambeth 028,E09000022,Lambeth,315000,37310,0.098,4.935,0.042,0.399,0.051,0.492,315.000
E01003082,Lambeth 031C,E02000648,Lambeth 031,E09000022,Lambeth,187250,33670,0.120,4.669,0.071,0.342,0.135,0.515,187.250
E01003083,Lambeth 030A,E02000647,Lambeth 030,E09000022,Lambeth,406000,40340,0.081,3.275,0.064,0.411,0.117,0.408,406.000
E01003084,Lambeth 030B,E02000647,Lambeth 030,E09000022,Lambeth,252375,40380,0.081,4.911,0.034,0.502,0.066,0.380,252.375
E01003085,Lambeth 030C,E02000647,Lambeth 030,E09000022,Lambeth,342250,39420,0.061,3.717,0.042,0.385,0.126,0.387,342.250
E01003086,Lambeth 031D,E02000648,Lambeth 031,E09000022,Lambeth,172500,31230,0.150,3.345,0.053,0.266,0.065,0.605,172.500
E01003087,Lambeth 031E,E02000648,Lambeth 031,E09000022,Lambeth,158000,30220,0.156,3.333,0.075,0.244,0.084,0.599,158.000
E01003088,Lambeth 010A,E02000627,Lambeth 010,E09000022,Lambeth,389000,37050,0.086,5.203,0.040,0.514,0.050,0.456,389.000
E01003089,Lambeth 008A,E02000625,Lambeth 008,E09000022,Lambeth,207000,31230,0.100,3.966,0.036,0.307,0.037,0.579,207.000
E01003090,Lambeth 012D,E02000629,Lambeth 012,E09000022,Lambeth,381500,41070,0.046,5.940,0.046,0.606,0.044,0.311,381.500
E01003091,Lambeth 008B,E02000625,Lambeth 008,E09000022,Lambeth,245000,34140,0.082,4.000,0.040,0.448,0.053,0.455,245.000
E01003092,Lambeth 008C,E02000625,Lambeth 008,E09000022,Lambeth,260000,30870,0.116,3.752,0.076,0.339,0.091,0.507,260.000
E01003093,Lambeth 010B,E02000627,Lambeth 010,E09000022,Lambeth,228750,32420,0.117,6.565,0.053,0.316,0.070,0.628,228.750
E01003094,Lambeth 010C,E02000627,Lambeth 010,E09000022,Lambeth,436250,38280,0.066,6.107,0.049,0.511,0.101,0.387,436.250
E01003095,Lambeth 012E,E02000629,Lambeth 012,E09000022,Lambeth,335000,42620,0.054,5.085,0.035,0.602,0.062,0.276,335.000
E01003096,Lambeth 010D,E02000627,Lambeth 010,E09000022,Lambeth,317500,40570,0.053,5.573,0.032,0.644,0.060,0.283,317.500
E01003097,Lambeth 006A,E02000623,Lambeth 006,E09000022,Lambeth,248750,31670,0.089,5.862,0.066,0.311,0.120,0.445,248.750
E01003098,Lambeth 005A,E02000622,Lambeth 005,E09000022,Lambeth,670000,39220,0.075,5.416,0.046,0.504,0.093,0.376,670.000
E01003099,Lambeth 005B,E02000622,Lambeth 005,E09000022,Lambeth,247500,36790,0.060,7.636,0.043,0.493,0.056,0.417,247.500
E01003100,Lambeth 005C,E02000622,Lambeth 005,E09000022,Lambeth,271250,41440,0.031,6.272,0.020,0.694,0.031,0.226,271.250
E01003101,Lambeth 003A,E02000620,Lambeth 003,E09000022,Lambeth,235000,36540,0.063,7.684,0.041,0.485,0.050,0.418,235.000
E01003102,Lambeth 004A,E02000621,Lambeth 004,E09000022,Lambeth,367000,40780,0.072,7.784,0.051,0.566,0.102,0.311,367.000
E01003104,Lambeth 004C,E02000621,Lambeth 004,E09000022,Lambeth,310500,37670,0.047,6.740,0.038,0.522,0.067,0.353,310.500
E01003105,Lambeth 003B,E02000620,Lambeth 003,E09000022,Lambeth,260000,34710,0.082,6.222,0.060,0.408,0.109,0.515,260.000
E01003106,Lambeth 003C,E02000620,Lambeth 003,E09000022,Lambeth,378000,39960,0.071,5.614,0.046,0.547,0.089,0.358,378.000
E01003107,Lambeth 003D,E02000620,Lambeth 003,E09000022,Lambeth,470000,42730,0.051,7.148,0.033,0.629,0.075,0.302,470.000
E01003108,Lambeth 002B,E02000619,Lambeth 002,E09000022,Lambeth,225000,33930,0.104,6.865,0.073,0.391,0.103,0.500,225.000
E01003109,Lambeth 003E,E02000620,Lambeth 003,E09000022,Lambeth,355000,36300,0.086,7.080,0.056,0.440,0.068,0.467,355.000
E01003110,Lambeth 002C,E02000619,Lambeth 002,E09000022,Lambeth,357500,41060,0.044,6.935,0.042,0.588,0.102,0.286,357.500
E01003111,Lambeth 002D,E02000619,Lambeth 002,E09000022,Lambeth,252075,30470,0.147,4.626,0.070,0.242,0.121,0.610,252.075
E01003112,Lambeth 002E,E02000619,Lambeth 002,E09000022,Lambeth,353000,33670,0.088,5.390,0.072,0.371,0.095,0.497,353.000
E01003113,Lambeth 032A,E02000649,Lambeth 032,E09000022,Lambeth,228250,39340,0.061,5.720,0.034,0.471,0.061,0.418,228.250
E01003114,Lambeth 032B,E02000649,Lambeth 032,E09000022,Lambeth,242000,39510,0.062,5.440,0.040,0.478,0.059,0.389,242.000
E01003115,Lambeth 034A,E02000651,Lambeth 034,E09000022,Lambeth,293750,38800,0.085,5.725,0.036,0.446,0.053,0.460,293.750
E01003116,Lambeth 029A,E02000646,Lambeth 029,E09000022,Lambeth,249999,41950,0.053,4.441,0.045,0.470,0.125,0.404,249.999
E01003117,Lambeth 029B,E02000646,Lambeth 029,E09000022,Lambeth,250000,39610,0.065,6.520,0.042,0.491,0.095,0.375,250.000
E01003118,Lambeth 029C,E02000646,Lambeth 029,E09000022,Lambeth,241500,41850,0.057,6.020,0.041,0.492,0.110,0.335,241.500
E01003119,Lambeth 032C,E02000649,Lambeth 032,E09000022,Lambeth,237500,39080,0.066,6.030,0.040,0.472,0.062,0.336,237.500
E01003120,Lambeth 032D,E02000649,Lambeth 032,E09000022,Lambeth,222500,36270,0.093,6.920,0.047,0.390,0.050,0.403,222.500
E01003121,Lambeth 006B,E02000623,Lambeth 006,E09000022,Lambeth,215000,31170,0.137,4.513,0.062,0.244,0.071,0.607,215.000
E01003122,Lambeth 004D,E02000621,Lambeth 004,E09000022,Lambeth,370000,37600,0.070,3.453,0.042,0.507,0.060,0.404,370.000
E01003123,Lambeth 006C,E02000623,Lambeth 006,E09000022,Lambeth,346000,40520,0.061,5.180,0.023,0.587,0.068,0.242,346.000
E01003124,Lambeth 006D,E02000623,Lambeth 006,E09000022,Lambeth,231000,33650,0.074,5.687,0.049,0.387,0.079,0.391,231.000
E01003125,Lambeth 006E,E02000623,Lambeth 006,E09000022,Lambeth,191000,29410,0.132,5.561,0.060,0.254,0.083,0.610,191.000
E01003126,Lambeth 008D,E02000625,Lambeth 008,E09000022,Lambeth,215000,32490,0.087,6.315,0.052,0.366,0.063,0.480,215.000
E01003127,Lambeth 010E,E02000627,Lambeth 010,E09000022,Lambeth,378000,38330,0.097,6.660,0.038,0.482,0.073,0.369,378.000
E01003128,Lambeth 008E,E02000625,Lambeth 008,E09000022,Lambeth,205000,30340,0.119,5.920,0.066,0.302,0.064,0.515,205.000
E01003129,Lambeth 004E,E02000621,Lambeth 004,E09000022,Lambeth,290000,38230,0.074,5.151,0.035,0.492,0.061,0.363,290.000
E01003130,Lambeth 026A,E02000643,Lambeth 026,E09000022,Lambeth,227000,40490,0.060,6.731,0.034,0.500,0.087,0.363,227.000
E01003131,Lambeth 026B,E02000643,Lambeth 026,E09000022,Lambeth,322500,41370,0.050,6.332,0.046,0.526,0.077,0.275,322.500
E01003132,Lambeth 024A,E02000641,Lambeth 024,E09000022,Lambeth,204500,32360,0.106,2.776,0.080,0.296,0.154,0.542,204.500
E01003133,Lambeth 027C,E02000644,Lambeth 027,E09000022,Lambeth,250000,39790,0.083,5.706,0.040,0.494,0.059,0.336,250.000
E01003134,Lambeth 027D,E02000644,Lambeth 027,E09000022,Lambeth,305000,40790,0.073,3.851,0.039,0.452,0.098,0.377,305.000
E01003135,Lambeth 026C,E02000643,Lambeth 026,E09000022,Lambeth,265000,37650,0.083,5.389,0.071,0.419,0.072,0.390,265.000
E01003136,Lambeth 022A,E02000639,Lambeth 022,E09000022,Lambeth,187500,35050,0.078,5.600,0.042,0.469,0.059,0.401,187.500
E01003137,Lambeth 022B,E02000639,Lambeth 022,E09000022,Lambeth,161500,32640,0.116,6.403,0.046,0.353,0.081,0.551,161.500
E01003138,Lambeth 026D,E02000643,Lambeth 026,E09000022,Lambeth,365000,45250,0.036,4.353,0.027,0.638,0.071,0.182,365.000
E01003139,Lambeth 035A,E02000652,Lambeth 035,E09000022,Lambeth,247000,35590,0.061,3.975,0.047,0.328,0.103,0.552,247.000
E01003140,Lambeth 035B,E02000652,Lambeth 035,E09000022,Lambeth,262500,36110,0.077,3.462,0.040,0.317,0.111,0.624,262.500
E01003141,Lambeth 034B,E02000651,Lambeth 034,E09000022,Lambeth,250000,36960,0.085,4.404,0.052,0.378,0.118,0.535,250.000
E01003142,Lambeth 035C,E02000652,Lambeth 035,E09000022,Lambeth,238000,34060,0.102,3.689,0.055,0.261,0.139,0.605,238.000
E01003143,Lambeth 035D,E02000652,Lambeth 035,E09000022,Lambeth,248000,34080,0.085,3.311,0.066,0.270,0.140,0.644,248.000
E01003144,Lambeth 034C,E02000651,Lambeth 034,E09000022,Lambeth,495000,43590,0.072,3.353,0.041,0.447,0.138,0.366,495.000
E01003145,Lambeth 034D,E02000651,Lambeth 034,E09000022,Lambeth,201250,36770,0.082,5.341,0.040,0.413,0.090,0.422,201.250
E01003146,Lambeth 035E,E02000652,Lambeth 035,E09000022,Lambeth,240000,34850,0.100,3.864,0.045,0.280,0.073,0.562,240.000
E01003147,Lambeth 034E,E02000651,Lambeth 034,E09000022,Lambeth,250000,37530,0.079,4.631,0.040,0.387,0.083,0.467,250.000
E01003148,Lambeth 032E,E02000649,Lambeth 032,E09000022,Lambeth,247500,39440,0.067,3.475,0.029,0.473,0.056,0.384,247.500
E01003149,Lambeth 030D,E02000647,Lambeth 030,E09000022,Lambeth,210000,40510,0.070,2.499,0.039,0.456,0.126,0.396,210.000
E01003150,Lambeth 032F,E02000649,Lambeth 032,E09000022,Lambeth,175750,36090,0.105,5.674,0.042,0.393,0.084,0.465,175.750
E01003151,Lambeth 026E,E02000643,Lambeth 026,E09000022,Lambeth,200750,32570,0.120,5.718,0.058,0.329,0.086,0.597,200.750
E01003152,Lambeth 027E,E02000644,Lambeth 027,E09000022,Lambeth,310000,39760,0.049,3.262,0.033,0.483,0.082,0.415,310.000
E01003153,Lambeth 029D,E02000646,Lambeth 029,E09000022,Lambeth,225000,39250,0.048,6.923,0.027,0.490,0.056,0.316,225.000
E01003154,Lambeth 030E,E02000647,Lambeth 030,E09000022,Lambeth,250000,34950,0.106,2.002,0.061,0.324,0.092,0.498,250.000
E01003155,Lambeth 029E,E02000646,Lambeth 029,E09000022,Lambeth,317500,39900,0.059,5.743,0.041,0.435,0.084,0.383,317.500
E01003156,Lambeth 023B,E02000640,Lambeth 023,E09000022,Lambeth,369000,43070,0.063,2.638,0.058,0.549,0.095,0.270,369.000
E01003157,Lambeth 023C,E02000640,Lambeth 023,E09000022,Lambeth,636278,48660,0.055,3.728,0.031,0.651,0.068,0.270,636.278
E01003158,Lambeth 023D,E02000640,Lambeth 023,E09000022,Lambeth,412500,48480,0.025,2.449,0.026,0.698,0.073,0.123,412.500
E01003159,Lambeth 022C,E02000639,Lambeth 022,E09000022,Lambeth,223750,33740,0.085,3.433,0.047,0.375,0.064,0.496,223.750
E01003160,Lambeth 022D,E02000639,Lambeth 022,E09000022,Lambeth,675000,31220,0.099,3.876,0.055,0.279,0.052,0.652,675.000
E01003161,Lambeth 023E,E02000640,Lambeth 023,E09000022,Lambeth,627000,44380,0.053,3.610,0.045,0.577,0.102,0.335,627.000
E01003162,Lambeth 022E,E02000639,Lambeth 022,E09000022,Lambeth,184975,29960,0.147,4.670,0.058,0.235,0.064,0.655,184.975
E01003163,Lambeth 023F,E02000640,Lambeth 023,E09000022,Lambeth,400000,42400,0.063,3.599,0.042,0.486,0.126,0.359,400.000
E01003164,Lambeth 025A,E02000642,Lambeth 025,E09000022,Lambeth,245000,38570,0.081,6.200,0.049,0.471,0.060,0.438,245.000
E01003165,Lambeth 025B,E02000642,Lambeth 025,E09000022,Lambeth,387500,41600,0.052,3.204,0.045,0.511,0.127,0.370,387.500
E01003166,Lambeth 028D,E02000645,Lambeth 028,E09000022,Lambeth,217500,39930,0.081,6.432,0.037,0.495,0.055,0.398,217.500
E01003167,Lambeth 028E,E02000645,Lambeth 028,E09000022,Lambeth,461500,46090,0.049,4.955,0.024,0.606,0.103,0.230,461.500
E01003168,Lambeth 025C,E02000642,Lambeth 025,E09000022,Lambeth,249000,34400,0.133,4.293,0.062,0.265,0.093,0.430,249.000
E01003169,Lambeth 025D,E02000642,Lambeth 025,E09000022,Lambeth,285000,39790,0.085,5.301,0.042,0.516,0.061,0.416,285.000
E01003170,Lambeth 025E,E02000642,Lambeth 025,E09000022,Lambeth,400500,45010,0.048,3.870,0.042,0.627,0.146,0.225,400.500
E01003171,Lambeth 020B,E02000637,Lambeth 020,E09000022,Lambeth,247000,38740,0.075,4.395,0.050,0.549,0.070,0.426,247.000
E01003172,Lambeth 024B,E02000641,Lambeth 024,E09000022,Lambeth,196000,32550,0.112,3.195,0.061,0.391,0.071,0.552,196.000
E01003173,Lambeth 020C,E02000637,Lambeth 020,E09000022,Lambeth,305000,41070,0.048,3.695,0.036,0.546,0.083,0.386,305.000
E01003174,Lambeth 024C,E02000641,Lambeth 024,E09000022,Lambeth,220000,29790,0.115,4.765,0.057,0.276,0.045,0.686,220.000
E01003175,Lambeth 024D,E02000641,Lambeth 024,E09000022,Lambeth,215000,31320,0.122,2.884,0.057,0.277,0.059,0.628,215.000
E01003176,Lambeth 016E,E02000633,Lambeth 016,E09000022,Lambeth,187475,32330,0.105,7.012,0.056,0.361,0.079,0.575,187.475
E01003177,Lambeth 020D,E02000637,Lambeth 020,E09000022,Lambeth,342500,39230,0.066,4.892,0.047,0.530,0.059,0.441,342.500
E01003178,Lambeth 020E,E02000637,Lambeth 020,E09000022,Lambeth,342750,41680,0.054,5.269,0.048,0.581,0.080,0.323,342.750
E01003179,Lambeth 024E,E02000641,Lambeth 024,E09000022,Lambeth,198500,30170,0.136,2.841,0.044,0.302,0.048,0.669,198.500
E01003180,Lambeth 005D,E02000622,Lambeth 005,E09000022,Lambeth,347500,37270,0.090,3.425,0.054,0.462,0.077,0.483,347.500
E01003181,Lambeth 007A,E02000624,Lambeth 007,E09000022,Lambeth,295000,34190,0.090,5.735,0.069,0.413,0.096,0.485,295.000
E01003182,Lambeth 009D,E02000626,Lambeth 009,E09000022,Lambeth,274750,33720,0.091,2.895,0.046,0.399,0.066,0.510,274.750
E01003183,Lambeth 005E,E02000622,Lambeth 005,E09000022,Lambeth,394620,34460,0.102,5.343,0.079,0.390,0.087,0.531,394.620
E01003184,Lambeth 007B,E02000624,Lambeth 007,E09000022,Lambeth,205000,29610,0.152,4.910,0.055,0.242,0.053,0.696,205.000
E01003185,Lambeth 007C,E02000624,Lambeth 007,E09000022,Lambeth,305000,36760,0.076,5.196,0.067,0.525,0.072,0.404,305.000
E01003186,Lambeth 007D,E02000624,Lambeth 007,E09000022,Lambeth,332500,38470,0.063,5.283,0.037,0.557,0.050,0.359,332.500
E01003187,Lambeth 007E,E02000624,Lambeth 007,E09000022,Lambeth,220000,32150,0.138,2.993,0.071,0.309,0.082,0.705,220.000
E01003188,Lambeth 009E,E02000626,Lambeth 009,E09000022,Lambeth,200000,29730,0.142,3.808,0.063,0.314,0.066,0.658,200.000
E01003189,Lewisham 034A,E02000686,Lewisham 034,E09000023,Lewisham,200000,30610,0.118,3.002,0.068,0.201,0.100,0.475,200.000
E01003190,Lewisham 034B,E02000686,Lewisham 034,E09000023,Lewisham,162000,31350,0.112,3.267,0.067,0.240,0.060,0.621,162.000
E01003191,Lewisham 034C,E02000686,Lewisham 034,E09000023,Lewisham,158500,31280,0.110,2.734,0.053,0.218,0.083,0.503,158.500
E01003192,Lewisham 034D,E02000686,Lewisham 034,E09000023,Lewisham,175000,29720,0.140,2.970,0.082,0.194,0.102,0.502,175.000
E01003193,Lewisham 029A,E02000681,Lewisham 029,E09000023,Lewisham,270000,33440,0.094,3.194,0.075,0.268,0.136,0.432,270.000
E01003194,Lewisham 029B,E02000681,Lewisham 029,E09000023,Lewisham,194250,32460,0.088,3.811,0.065,0.248,0.122,0.525,194.250
E01003195,Lewisham 029C,E02000681,Lewisham 029,E09000023,Lewisham,235000,35530,0.055,2.528,0.048,0.320,0.116,0.549,235.000
E01003196,Lewisham 029D,E02000681,Lewisham 029,E09000023,Lewisham,193000,31100,0.099,3.097,0.080,0.199,0.106,0.488,193.000
E01003197,Lewisham 029E,E02000681,Lewisham 029,E09000023,Lewisham,205000,30910,0.126,2.603,0.076,0.225,0.098,0.506,205.000
E01003198,Lewisham 009A,E02000661,Lewisham 009,E09000023,Lewisham,352000,45430,0.058,4.057,0.065,0.565,0.146,0.235,352.000
E01003199,Lewisham 007A,E02000659,Lewisham 007,E09000023,Lewisham,345000,46150,0.043,4.642,0.033,0.604,0.088,0.231,345.000
E01003200,Lewisham 009B,E02000661,Lewisham 009,E09000023,Lewisham,435017,47940,0.033,4.846,0.031,0.644,0.118,0.151,435.017
E01003201,Lewisham 007B,E02000659,Lewisham 007,E09000023,Lewisham,312500,39890,0.101,7.672,0.059,0.428,0.094,0.380,312.500
E01003202,Lewisham 009C,E02000661,Lewisham 009,E09000023,Lewisham,480000,47820,0.027,3.933,0.030,0.636,0.179,0.153,480.000
E01003203,Lewisham 009D,E02000661,Lewisham 009,E09000023,Lewisham,212500,39100,0.077,3.584,0.059,0.476,0.093,0.367,212.500
E01003204,Lewisham 007C,E02000659,Lewisham 007,E09000023,Lewisham,352500,42710,0.101,4.205,0.035,0.514,0.075,0.339,352.500
E01003205,Lewisham 007D,E02000659,Lewisham 007,E09000023,Lewisham,407500,35250,0.167,5.471,0.073,0.243,0.093,0.641,407.500
E01003206,Lewisham 007E,E02000659,Lewisham 007,E09000023,Lewisham,335825,44680,0.065,5.674,0.040,0.606,0.097,0.263,335.825
E01003207,Lewisham 005A,E02000657,Lewisham 005,E09000023,Lewisham,272000,32650,0.080,6.980,0.058,0.315,0.083,0.574,272.000
E01003209,Lewisham 005B,E02000657,Lewisham 005,E09000023,Lewisham,234000,34400,0.079,6.554,0.046,0.397,0.069,0.539,234.000
E01003210,Lewisham 005C,E02000657,Lewisham 005,E09000023,Lewisham,243750,38340,0.073,6.220,0.034,0.514,0.050,0.363,243.750
E01003211,Lewisham 008B,E02000660,Lewisham 008,E09000023,Lewisham,250000,40200,0.052,4.955,0.041,0.532,0.061,0.338,250.000
E01003212,Lewisham 005D,E02000657,Lewisham 005,E09000023,Lewisham,250000,37440,0.067,4.814,0.041,0.463,0.096,0.435,250.000
E01003213,Lewisham 008C,E02000660,Lewisham 008,E09000023,Lewisham,275000,40770,0.078,4.845,0.030,0.536,0.050,0.343,275.000
E01003214,Lewisham 008D,E02000660,Lewisham 008,E09000023,Lewisham,180500,36140,0.096,4.897,0.052,0.417,0.064,0.480,180.500
E01003215,Lewisham 005E,E02000657,Lewisham 005,E09000023,Lewisham,245975,35780,0.057,7.388,0.029,0.416,0.041,0.461,245.975
E01003216,Lewisham 025A,E02000677,Lewisham 025,E09000023,Lewisham,350000,38250,0.086,4.127,0.044,0.352,0.091,0.557,350.000
E01003217,Lewisham 022A,E02000674,Lewisham 022,E09000023,Lewisham,216000,38910,0.065,2.937,0.046,0.340,0.118,0.598,216.000
E01003218,Lewisham 022B,E02000674,Lewisham 022,E09000023,Lewisham,236250,40100,0.063,2.684,0.039,0.356,0.105,0.531,236.250
E01003219,Lewisham 025B,E02000677,Lewisham 025,E09000023,Lewisham,247500,39080,0.069,1.925,0.029,0.335,0.126,0.588,247.500
