LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01002886,Kensington and Chelsea 006E,E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,967500,55600,0.026,7.000,0.023,0.624,0.125,0.189,967.500
E01002887,Kensington and Chelsea 010A,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,885000,56670,0.050,6.277,0.015,0.678,0.093,0.272,885.000
E01002888,Kensington and Chelsea 013E,E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,910000,52050,0.050,5.940,0.021,0.641,0.078,0.350,910.000
E01002889,Kensington and Chelsea 010B,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,1225000,60990,0.034,5.508,0.036,0.547,0.126,0.267,1225.000
E01002890,Kensington and Chelsea 010C,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,2017500,76220,0.026,5.407,0.017,0.616,0.139,0.208,2017.500
E01002891,Kensington and Chelsea 010D,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,1127500,60940,0.047,6.396,0.012,0.601,0.083,0.289,1127.500
E01002892,Kensington and Chelsea 010E,E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,999999,59780,0.032,6.696,0.010,0.601,0.057,0.319,999.999
E01002893,Kensington and Chelsea 017C,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,560000,46270,0.060,6.841,0.046,0.553,0.104,0.228,560.000
E01002894,Kensington and Chelsea 017D,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,570000,49880,0.055,7.000,0.032,0.657,0.081,0.234,570.000
E01002895,Kensington and Chelsea 020B,E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,1237500,61680,0.022,4.522,0.015,0.630,0.111,0.104,1237.500
E01002896,Kensington and Chelsea 020C,E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,765000,54550,0.027,6.123,0.011,0.657,0.080,0.172,765.000
E01002897,Kensington and Chelsea 020D,E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,400000,47710,0.050,5.400,0.046,0.565,0.091,0.204,400.000
E01002898,Kensington and Chelsea 017E,E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,985000,55920,0.034,6.815,0.017,0.576,0.143,0.182,985.000
E01002899,Kensington and Chelsea 018A,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,599000,47090,0.048,4.284,0.065,0.473,0.187,0.206,599.000
E01002900,Kensington and Chelsea 018B,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,1585000,61850,0.041,3.585,0.013,0.597,0.138,0.139,1585.000
E01002901,Kensington and Chelsea 018C,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,950000,53100,0.024,4.687,0.049,0.469,0.417,0.114,950.000
E01002902,Kensington and Chelsea 018D,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,850000,53680,0.058,6.984,0.030,0.582,0.148,0.189,850.000
E01002903,Kensington and Chelsea 018E,E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,3377000,77150,0.019,5.087,0.012,0.666,0.155,0.114,3377.000
E01002904,Kensington and Chelsea 002A,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,0,27590,0.174,2.593,0.090,0.210,0.093,0.546,0.000
E01002905,Kensington and Chelsea 002B,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,325500,31250,0.113,4.864,0.085,0.296,0.099,0.430,325.500
E01002906,Kensington and Chelsea 002C,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,527140,33790,0.113,3.653,0.089,0.326,0.148,0.360,527.140
E01002907,Kensington and Chelsea 002D,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,0,37250,0.161,2.253,0.093,0.209,0.114,0.479,0.000
E01002908,Kensington and Chelsea 003D,E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,590000,40850,0.053,3.051,0.055,0.447,0.118,0.268,590.000
E01002909,Kensington and Chelsea 003E,E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,430000,40570,0.059,5.155,0.058,0.511,0.100,0.262,430.000
E01002910,Kensington and Chelsea 019C,E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,905000,51100,0.050,6.055,0.041,0.512,0.199,0.185,905.000
E01002911,Kensington and Chelsea 019D,E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,2712500,63450,0.031,5.368,0.012,0.601,0.083,0.139,2712.500
E01002912,Kensington and Chelsea 020E,E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,765000,51590,0.044,4.965,0.045,0.581,0.174,0.189,765.000
E01002913,Kensington and Chelsea 021E,E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,732500,47380,0.057,5.223,0.049,0.529,0.091,0.281,732.500
E01002914,Kensington and Chelsea 019E,E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,1130000,54090,0.028,6.677,0.033,0.579,0.198,0.139,1130.000
E01002915,Kingston upon Thames 014A,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,330000,41220,0.044,1.521,0.028,0.311,0.172,0.321,330.000
E01002916,Kingston upon Thames 014B,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,414500,42600,0.046,2.691,0.030,0.346,0.171,0.277,414.500
E01002917,Kingston upon Thames 014C,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,390000,43740,0.039,1.719,0.030,0.356,0.178,0.212,390.000
E01002918,Kingston upon Thames 017A,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,243000,36310,0.049,2.169,0.027,0.251,0.094,0.343,243.000
E01002919,Kingston upon Thames 017B,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,246000,35240,0.061,3.351,0.043,0.279,0.124,0.428,246.000
E01002920,Kingston upon Thames 014D,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,383000,44000,0.031,1.790,0.037,0.429,0.168,0.186,383.000
E01002921,Kingston upon Thames 011A,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,249975,39490,0.055,4.282,0.037,0.552,0.099,0.234,249.975
E01002922,Kingston upon Thames 010A,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,275000,42730,0.031,2.243,0.036,0.537,0.173,0.138,275.000
E01002923,Kingston upon Thames 013A,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,227500,32990,0.075,3.104,0.082,0.268,0.190,0.254,227.500
E01002924,Kingston upon Thames 014E,E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,522500,48040,0.039,1.571,0.028,0.533,0.188,0.138,522.500
E01002925,Kingston upon Thames 013B,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,290000,41640,0.036,2.697,0.045,0.572,0.105,0.160,290.000
E01002926,Kingston upon Thames 010B,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,439950,43550,0.038,2.761,0.020,0.438,0.140,0.162,439.950
E01002927,Kingston upon Thames 008A,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,280000,38850,0.051,1.724,0.040,0.362,0.161,0.320,280.000
E01002928,Kingston upon Thames 008B,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,236250,39220,0.037,2.459,0.054,0.421,0.175,0.335,236.250
E01002929,Kingston upon Thames 007A,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,600000,44870,0.039,3.020,0.023,0.526,0.145,0.237,600.000
E01002930,Kingston upon Thames 007B,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,232500,38740,0.047,4.016,0.044,0.409,0.126,0.347,232.500
E01002931,Kingston upon Thames 007C,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,400000,42340,0.038,3.401,0.036,0.481,0.106,0.346,400.000
E01002932,Kingston upon Thames 006A,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,245000,33980,0.098,2.262,0.066,0.296,0.072,0.362,245.000
E01002933,Kingston upon Thames 004A,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,500000,42310,0.060,3.331,0.051,0.428,0.132,0.186,500.000
E01002934,Kingston upon Thames 004B,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,560000,48460,0.032,2.305,0.023,0.578,0.071,0.166,560.000
E01002935,Kingston upon Thames 003A,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,281250,41440,0.034,4.621,0.024,0.537,0.066,0.242,281.250
E01002937,Kingston upon Thames 004D,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,450000,46890,0.031,4.522,0.015,0.579,0.079,0.156,450.000
E01002938,Kingston upon Thames 003B,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,427000,45360,0.034,2.349,0.030,0.569,0.104,0.158,427.000
E01002939,Kingston upon Thames 018A,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,237500,35920,0.048,2.939,0.041,0.250,0.106,0.198,237.500
E01002940,Kingston upon Thames 020A,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,230000,35350,0.053,2.990,0.047,0.213,0.134,0.161,230.000
E01002941,Kingston upon Thames 018B,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,250000,36760,0.041,2.240,0.052,0.259,0.221,0.123,250.000
E01002942,Kingston upon Thames 018C,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,265000,37970,0.031,3.000,0.048,0.240,0.166,0.101,265.000
E01002943,Kingston upon Thames 020B,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,250000,35770,0.053,1.574,0.051,0.189,0.127,0.130,250.000
E01002944,Kingston upon Thames 019A,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,239975,37780,0.040,1.507,0.029,0.214,0.114,0.183,239.975
E01002945,Kingston upon Thames 019B,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,230000,37510,0.032,2.272,0.027,0.248,0.126,0.093,230.000
E01002946,Kingston upon Thames 019C,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,236500,38200,0.047,1.862,0.037,0.245,0.140,0.100,236.500
E01002947,Kingston upon Thames 019D,E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,275000,38730,0.032,2.950,0.023,0.231,0.140,0.097,275.000
E01002948,Kingston upon Thames 020C,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,270000,37750,0.045,1.826,0.049,0.275,0.136,0.182,270.000
E01002949,Kingston upon Thames 020D,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,282500,37980,0.044,2.588,0.033,0.286,0.130,0.167,282.500
E01002950,Kingston upon Thames 020E,E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,231475,35090,0.058,2.747,0.045,0.222,0.137,0.115,231.475
E01002951,Kingston upon Thames 003C,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,470000,44190,0.055,2.843,0.023,0.561,0.141,0.224,470.000
E01002952,Kingston upon Thames 002A,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,1350000,58040,0.027,1.926,0.027,0.540,0.170,0.326,1350.000
E01002953,Kingston upon Thames 002B,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,999999,49820,0.029,1.861,0.039,0.502,0.143,0.391,999.999
E01002954,Kingston upon Thames 003D,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,219000,39260,0.046,4.358,0.039,0.525,0.181,0.358,219.000
E01002955,Kingston upon Thames 002C,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,522000,41870,0.046,2.429,0.037,0.377,0.135,0.391,522.000
E01002956,Kingston upon Thames 002D,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,669250,46450,0.021,1.979,0.034,0.346,0.172,0.339,669.250
E01002957,Kingston upon Thames 003E,E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,205000,34580,0.070,2.304,0.033,0.301,0.079,0.454,205.000
E01002958,Kingston upon Thames 008C,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,340000,42780,0.042,1.881,0.027,0.467,0.092,0.202,340.000
E01002959,Kingston upon Thames 002E,E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,679000,52380,0.039,1.998,0.027,0.580,0.179,0.378,679.000
E01002960,Kingston upon Thames 006B,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,435000,43590,0.030,2.992,0.030,0.488,0.142,0.411,435.000
E01002961,Kingston upon Thames 008D,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,460000,45740,0.029,2.126,0.029,0.524,0.139,0.322,460.000
E01002962,Kingston upon Thames 006C,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,259975,37160,0.069,1.808,0.050,0.318,0.118,0.372,259.975
E01002963,Kingston upon Thames 007D,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,237500,39400,0.048,3.092,0.029,0.467,0.133,0.330,237.500
E01002964,Kingston upon Thames 005A,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,250000,35510,0.043,3.887,0.042,0.363,0.107,0.240,250.000
E01002965,Kingston upon Thames 009A,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,255000,39900,0.039,4.056,0.037,0.433,0.113,0.256,255.000
E01002966,Kingston upon Thames 010C,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,344975,41750,0.045,2.491,0.037,0.494,0.074,0.137,344.975
E01002967,Kingston upon Thames 009B,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,298750,44300,0.032,4.177,0.036,0.603,0.121,0.174,298.750
E01002968,Kingston upon Thames 009C,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,368950,41660,0.042,5.899,0.023,0.481,0.063,0.312,368.950
E01002969,Kingston upon Thames 005B,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,125000,27930,0.121,2.752,0.077,0.185,0.102,0.450,125.000
E01002970,Kingston upon Thames 006D,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,265000,32690,0.077,2.718,0.046,0.281,0.094,0.288,265.000
E01002971,Kingston upon Thames 005C,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,320000,37520,0.038,3.056,0.036,0.491,0.085,0.193,320.000
E01002972,Kingston upon Thames 005D,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,249725,35360,0.057,5.694,0.032,0.437,0.092,0.270,249.725
E01002973,Kingston upon Thames 006E,E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,257000,32620,0.087,2.304,0.050,0.247,0.074,0.388,257.000
E01002974,Kingston upon Thames 005E,E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,402475,37910,0.048,4.579,0.037,0.449,0.094,0.287,402.475
E01002975,Kingston upon Thames 012A,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,375000,40150,0.044,2.772,0.034,0.388,0.169,0.495,375.000
E01002976,Kingston upon Thames 015A,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,275000,40320,0.033,1.918,0.028,0.306,0.143,0.192,275.000
E01002977,Kingston upon Thames 012B,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,317500,35640,0.071,2.758,0.049,0.257,0.153,0.322,317.500
E01002978,Kingston upon Thames 015B,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,415000,42900,0.047,3.463,0.028,0.391,0.172,0.279,415.000
E01002979,Kingston upon Thames 015C,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,367500,41670,0.034,2.645,0.028,0.390,0.125,0.219,367.500
E01002980,Kingston upon Thames 012C,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,378250,40530,0.042,2.791,0.034,0.333,0.180,0.377,378.250
E01002981,Kingston upon Thames 012D,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,367500,41220,0.036,2.386,0.032,0.379,0.159,0.460,367.500
E01002982,Kingston upon Thames 015D,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,415000,41250,0.031,2.883,0.052,0.331,0.237,0.367,415.000
E01002983,Kingston upon Thames 015E,E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,367500,43580,0.037,2.549,0.031,0.398,0.173,0.314,367.500
E01002984,Kingston upon Thames 012E,E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,286000,38750,0.043,3.415,0.049,0.426,0.208,0.393,286.000
E01002985,Kingston upon Thames 007E,E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,306250,38320,0.052,3.221,0.038,0.362,0.125,0.562,306.250
E01002986,Kingston upon Thames 008E,E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,343500,39780,0.058,1.200,0.054,0.384,0.170,0.370,343.500
E01002987,Kingston upon Thames 011B,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,221000,39830,0.076,5.394,0.067,0.480,0.134,0.237,221.000
E01002988,Kingston upon Thames 011C,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,353500,43170,0.032,3.243,0.017,0.375,0.052,0.256,353.500
E01002989,Kingston upon Thames 011D,E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,338000,45440,0.024,4.484,0.012,0.652,0.061,0.155,338.000
E01002990,Kingston upon Thames 009D,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,264000,43420,0.042,4.940,0.021,0.588,0.104,0.201,264.000
E01002991,Kingston upon Thames 009E,E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,270000,44490,0.031,2.784,0.024,0.540,0.095,0.179,270.000
E01002992,Kingston upon Thames 010D,E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,337500,41410,0.027,1.372,0.015,0.284,0.052,0.244,337.500
E01002993,Kingston upon Thames 013C,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,249950,41310,0.025,4.001,0.026,0.590,0.122,0.177,249.950
E01002994,Kingston upon Thames 016A,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,249975,42870,0.041,2.510,0.039,0.534,0.215,0.187,249.975
E01002995,Kingston upon Thames 013D,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,365000,45150,0.020,3.180,0.056,0.593,0.208,0.203,365.000
E01002996,Kingston upon Thames 016B,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,393750,43520,0.026,2.887,0.029,0.492,0.110,0.148,393.750
E01002997,Kingston upon Thames 016C,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,350000,43430,0.035,3.061,0.027,0.538,0.113,0.162,350.000
E01002998,Kingston upon Thames 016D,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,250000,39140,0.045,2.562,0.039,0.391,0.099,0.217,250.000
E01002999,Kingston upon Thames 013E,E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,227000,38290,0.066,4.819,0.028,0.504,0.081,0.235,227.000
E01003000,Kingston upon Thames 017C,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,262500,35940,0.052,1.470,0.047,0.231,0.130,0.301,262.500
E01003001,Kingston upon Thames 017D,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,278500,37110,0.038,2.157,0.036,0.292,0.123,0.373,278.500
E01003002,Kingston upon Thames 016E,E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,238975,37860,0.058,2.607,0.043,0.381,0.140,0.229,238.975
E01003003,Kingston upon Thames 017E,E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,320000,36860,0.048,3.197,0.037,0.320,0.112,0.311,320.000
E01003004,Kingston upon Thames 018D,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,280000,37530,0.047,2.030,0.025,0.311,0.136,0.248,280.000
E01003005,Kingston upon Thames 018E,E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,250000,36900,0.030,2.030,0.037,0.250,0.131,0.157,250.000
E01003006,Kingston upon Thames 001A,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,500000,45460,0.039,2.620,0.035,0.503,0.159,0.205,500.000
E01003007,Kingston upon Thames 001B,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,447500,45760,0.035,2.318,0.024,0.442,0.141,0.186,447.500
E01003008,Kingston upon Thames 001C,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,425000,46930,0.025,2.162,0.021,0.503,0.123,0.188,425.000
E01003009,Kingston upon Thames 001D,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,319950,43770,0.040,1.852,0.036,0.484,0.130,0.187,319.950
E01003010,Kingston upon Thames 001E,E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,660000,49800,0.039,2.189,0.019,0.560,0.124,0.121,660.000
E01003011,Kingston upon Thames 004E,E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,460000,45440,0.045,2.629,0.029,0.576,0.141,0.167,460.000
E01003013,Lambeth 036A,E02006801,Lambeth 036,E09000022,Lambeth,357500,43920,0.025,7.696,0.023,0.665,0.050,0.486,357.500
E01003014,Lambeth 036B,E02006801,Lambeth 036,E09000022,Lambeth,300000,38530,0.066,7.810,0.041,0.439,0.115,0.309,300.000
E01003015,Lambeth 002A,E02000619,Lambeth 002,E09000022,Lambeth,258475,33690,0.114,5.972,0.055,0.373,0.096,0.511,258.475
E01003016,Lambeth 036C,E02006801,Lambeth 036,E09000022,Lambeth,566250,41640,0.066,8.000,0.033,0.393,0.057,0.492,566.250
E01003017,Lambeth 036D,E02006801,Lambeth 036,E09000022,Lambeth,575165,39640,0.071,8.000,0.057,0.439,0.109,0.317,575.165
E01003018,Lambeth 020A,E02000637,Lambeth 020,E09000022,Lambeth,285000,41880,0.057,5.609,0.036,0.642,0.049,0.280,285.000
E01003019,Lambeth 015A,E02000632,Lambeth 015,E09000022,Lambeth,360000,44450,0.034,3.921,0.038,0.623,0.067,0.314,360.000
E01003020,Lambeth 016A,E02000633,Lambeth 016,E09000022,Lambeth,338500,39270,0.071,6.435,0.045,0.547,0.065,0.407,338.500
E01003021,Lambeth 021A,E02000638,Lambeth 021,E09000022,Lambeth,290000,33640,0.139,4.118,0.079,0.291,0.126,0.447,290.000
E01003022,Lambeth 021B,E02000638,Lambeth 021,E09000022,Lambeth,250000,39150,0.057,3.819,0.045,0.532,0.066,0.362,250.000
E01003023,Lambeth 021C,E02000638,Lambeth 021,E09000022,Lambeth,250000,37610,0.059,5.870,0.037,0.529,0.056,0.391,250.000
E01003024,Lambeth 021D,E02000638,Lambeth 021,E09000022,Lambeth,164500,32510,0.104,4.699,0.038,0.336,0.057,0.637,164.500
E01003025,Lambeth 021E,E02000638,Lambeth 021,E09000022,Lambeth,245000,35330,0.093,4.467,0.044,0.404,0.079,0.507,245.000
E01003026,Lambeth 019A,E02000636,Lambeth 019,E09000022,Lambeth,490000,51970,0.021,3.914,0.032,0.736,0.061,0.166,490.000
E01003027,Lambeth 019B,E02000636,Lambeth 019,E09000022,Lambeth,892500,57030,0.035,3.506,0.010,0.724,0.066,0.117,892.500
E01003028,Lambeth 019C,E02000636,Lambeth 019,E09000022,Lambeth,380000,50380,0.047,2.868,0.044,0.622,0.071,0.219,380.000
E01003029,Lambeth 017A,E02000634,Lambeth 017,E09000022,Lambeth,350000,42880,0.048,4.385,0.035,0.617,0.081,0.247,350.000
E01003030,Lambeth 019D,E02000636,Lambeth 019,E09000022,Lambeth,348500,50230,0.028,4.543,0.019,0.732,0.051,0.167,348.500
E01003031,Lambeth 023A,E02000640,Lambeth 023,E09000022,Lambeth,420000,43290,0.075,3.695,0.039,0.556,0.047,0.356,420.000
E01003032,Lambeth 017B,E02000634,Lambeth 017,E09000022,Lambeth,305264,38440,0.074,6.051,0.059,0.473,0.101,0.392,305.264
E01003033,Lambeth 019E,E02000636,Lambeth 019,E09000022,Lambeth,755000,51890,0.042,3.330,0.027,0.636,0.065,0.245,755.000
E01003034,Lambeth 012A,E02000629,Lambeth 012,E09000022,Lambeth,255000,42420,0.072,3.840,0.028,0.556,0.072,0.302,255.000
E01003035,Lambeth 012B,E02000629,Lambeth 012,E09000022,Lambeth,358000,44130,0.051,5.897,0.041,0.649,0.058,0.259,358.000
E01003036,Lambeth 012C,E02000629,Lambeth 012,E09000022,Lambeth,359754,43680,0.042,4.148,0.053,0.567,0.068,0.317,359.754
E01003037,Lambeth 013A,E02000630,Lambeth 013,E09000022,Lambeth,355000,37870,0.104,4.098,0.060,0.456,0.078,0.441,355.000
E01003038,Lambeth 013B,E02000630,Lambeth 013,E09000022,Lambeth,475000,47950,0.029,4.682,0.021,0.722,0.062,0.165,475.000
E01003039,Lambeth 013C,E02000630,Lambeth 013,E09000022,Lambeth,407500,47640,0.035,5.874,0.017,0.723,0.049,0.188,407.500
E01003040,Lambeth 013D,E02000630,Lambeth 013,E09000022,Lambeth,340000,44740,0.050,5.125,0.033,0.624,0.082,0.258,340.000
E01003041,Lambeth 017C,E02000634,Lambeth 017,E09000022,Lambeth,242000,36520,0.067,6.422,0.081,0.480,0.106,0.453,242.000
E01003042,Lambeth 013E,E02000630,Lambeth 013,E09000022,Lambeth,310000,39950,0.080,5.377,0.054,0.520,0.093,0.278,310.000
E01003043,Lambeth 018A,E02000635,Lambeth 018,E09000022,Lambeth,371000,39570,0.066,5.810,0.050,0.592,0.089,0.409,371.000
E01003044,Lambeth 018B,E02000635,Lambeth 018,E09000022,Lambeth,212000,33040,0.147,2.675,0.062,0.307,0.053,0.763,212.000
E01003045,Lambeth 011A,E02000628,Lambeth 011,E09000022,Lambeth,193750,28810,0.134,4.817,0.074,0.273,0.074,0.742,193.750
E01003046,Lambeth 009A,E02000626,Lambeth 009,E09000022,Lambeth,195000,27920,0.143,4.064,0.055,0.285,0.047,0.685,195.000
E01003047,Lambeth 011B,E02000628,Lambeth 011,E09000022,Lambeth,256500,31320,0.099,7.376,0.061,0.384,0.068,0.538,256.500
E01003048,Lambeth 009B,E02000626,Lambeth 009,E09000022,Lambeth,147000,27760,0.168,4.763,0.065,0.252,0.062,0.722,147.000
E01003049,Lambeth 011C,E02000628,Lambeth 011,E09000022,Lambeth,258250,29580,0.115,6.561,0.055,0.318,0.066,0.620,258.250
E01003050,Lambeth 016B,E02000633,Lambeth 016,E09000022,Lambeth,292475,37570,0.065,7.241,0.044,0.581,0.063,0.398,292.475
E01003051,Lambeth 018C,E02000635,Lambeth 018,E09000022,Lambeth,272500,33380,0.129,4.902,0.057,0.369,0.033,0.614,272.500
E01003052,Lambeth 016C,E02000633,Lambeth 016,E09000022,Lambeth,188000,30000,0.157,5.732,0.050,0.266,0.056,0.712,188.000
E01003053,Lambeth 015B,E02000632,Lambeth 015,E09000022,Lambeth,406500,44310,0.051,6.391,0.038,0.671,0.066,0.280,406.500
E01003054,Lambeth 015C,E02000632,Lambeth 015,E09000022,Lambeth,375000,46790,0.043,6.437,0.015,0.724,0.031,0.201,375.000
E01003055,Lambeth 016D,E02000633,Lambeth 016,E09000022,Lambeth,291250,38570,0.074,7.259,0.068,0.551,0.090,0.369,291.250
E01003056,Lambeth 015D,E02000632,Lambeth 015,E09000022,Lambeth,339563,42350,0.056,5.590,0.053,0.617,0.048,0.353,339.563
E01003057,Lambeth 017D,E02000634,Lambeth 017,E09000022,Lambeth,340000,35980,0.086,5.813,0.065,0.470,0.059,0.492,340.000
